show_id,type,title,director,cast,country,language,date_added,release_year,rating,duration,runtime_minutes,listed_in,imdb_score,popularity_score,netflix_original,description
n00361,TV Show,Mystery of Road 361,Steven Soderbergh,"Henry Cavill, Alia Bhatt, Kiara Advani",United States,English,18-09-2022,2022,R,1 Season,,"Family, War, Romance",6.3,95,TRUE,"Mystery of Road 361 is a tv show in the Family, War, Romance category from United States."
n00362,Movie,War of Dream 362,Baran bo Odar,"Henry Cavill, Kiara Advani, Claire Foy",South Korea,Korean,13-05-2019,2012,R,172 min,172,"Sci-Fi, Thriller, Action",6.4,80,FALSE,"War of Dream 362 is a movie in the Sci-Fi, Thriller, Action category from South Korea."
n00363,TV Show,Darlings: Untold,Mike Flanagan,"Song Kang, Kriti Sanon, Ryan Reynolds",United States,Spanish,14-09-2021,2021,TV-MA,3 Seasons,,"Horror, Comedy",7.4,59,TRUE,"Darlings: Untold is a tv show in the Horror, Comedy category from United States."
n00364,Movie,Empire of Dream 364,Bong Joon-ho,"Scarlett Johansson, Lee Jung-jae, Radhika Apte",United States,Spanish,17-12-2024,2024,PG,173 min,173,"Horror, War",7.8,95,FALSE,"Empire of Dream 364 is a movie in the Horror, War category from United States."
n00365,TV Show,Chronicles of War 365,Ava DuVernay,"Anya Taylor-Joy, Rajkummar Rao, Kiara Advani",United States,Spanish,03-08-2019,2018,R,1 Season,,"Romance, Sci-Fi, Horror",8,75,TRUE,"Chronicles of War 365 is a tv show in the Romance, Sci-Fi, Horror category from United States."
n00366,Movie,Secret of Dream 366,Baran bo Odar,"Claire Foy, Adam Driver, Radhika Apte",India,Telugu,16-09-2019,2019,TV-MA,162 min,162,"Sci-Fi, Crime, Drama",6.2,60,TRUE,"Secret of Dream 366 is a movie in the Sci-Fi, Crime, Drama category from India."
n00367,Movie,War of Empire 367,Ryan Murphy,"Chris Hemsworth, Scarlett Johansson, Jenna Ortega",Mexico,Spanish,13-09-2022,2017,R,177 min,177,"Fantasy, Horror, Crime",8,80,FALSE,"War of Empire 367 is a movie in the Fantasy, Horror, Crime category from Mexico."
n00368,TV Show,Files of Mystery 368,Anurag Kashyap,"Penn Badgley, Chris Hemsworth, Henry Cavill",United Kingdom,English,06-12-2021,2021,TV-MA,6 Seasons,,"Fantasy, Thriller",7.5,82,FALSE,"Files of Mystery 368 is a tv show in the Fantasy, Thriller category from United Kingdom."
n00369,Movie,Code of Project 369,Hwang Dong-hyuk,"Dev Patel, Kiara Advani, Radhika Apte",Canada,English,09-08-2023,2023,TV-MA,87 min,87,"Documentary, War",6.9,72,FALSE,"Code of Project 369 is a movie in the Documentary, War category from Canada."
n00370,Movie,Game of Love 370,Ava DuVernay,"Adam Driver, Regé-Jean Page, Anya Taylor-Joy",Germany,German,08-10-2024,2012,TV-14,170 min,170,Documentary,6.9,77,TRUE,Game of Love 370 is a movie in the Documentary category from Germany.
n00371,TV Show,The OA: Origins,Greta Gerwig,"Penn Badgley, Anya Taylor-Joy, Ana de Armas",Germany,German,15-03-2024,2024,R,5 Seasons,,"History, Family",7.4,75,TRUE,"The OA: Origins is a tv show in the History, Family category from Germany."
n00372,TV Show,Signal of Shadow 372,Ryan Murphy,"Claire Foy, Anya Taylor-Joy, Henry Cavill",Sweden,Swedish,13-11-2020,2014,TV-PG,2 Seasons,,"Sci-Fi, Reality TV",7.2,50,TRUE,"Signal of Shadow 372 is a tv show in the Sci-Fi, Reality TV category from Sweden."
n00373,Movie,Project of Season 373,Shonda Rhimes,"Radhika Apte, Kriti Sanon, Jenna Ortega",South Korea,Korean,24-07-2023,2014,R,169 min,169,"Adventure, Romance, Fantasy",7.5,54,FALSE,"Project of Season 373 is a movie in the Adventure, Romance, Fantasy category from South Korea."
n00374,Movie,Files of Club 374,Lana Wachowski,"Radhika Apte, Dev Patel, Alia Bhatt",Mexico,Spanish,09-10-2020,2020,TV-14,100 min,100,Family,6.4,68,FALSE,Files of Club 374 is a movie in the Family category from Mexico.
n00375,TV Show,Trial of Love 375,Ryan Murphy,"Kiara Advani, Úrsula Corberó, Ana de Armas",South Korea,Korean,06-10-2023,2018,TV-14,1 Season,,"Comedy, Adventure, Romance",6.6,83,TRUE,"Trial of Love 375 is a tv show in the Comedy, Adventure, Romance category from South Korea."
n00376,Movie,Mystery of Empire 376,Anurag Kashyap,"Kriti Sanon, Rajkummar Rao, Penn Badgley",United States,English,17-05-2023,2023,TV-MA,136 min,136,"Documentary, Crime",7.3,94,TRUE,"Mystery of Empire 376 is a movie in the Documentary, Crime category from United States."
n00377,TV Show,The Trial of the Chicago 7: The Final Chapter,Shawn Levy,"Ryan Reynolds, Dev Patel, Millie Bobby Brown",United States,Spanish,26-12-2020,2020,TV-MA,2 Seasons,,"Reality TV, Fantasy",6.9,69,TRUE,"The Trial of the Chicago 7: The Final Chapter is a tv show in the Reality TV, Fantasy category from United States."
n00378,TV Show,Chronicles of Road 378,Lana Wachowski,"Florence Pugh, Adam Driver, Úrsula Corberó",United States,Spanish,09-02-2022,2022,TV-MA,2 Seasons,,"Documentary, Romance, Mystery",7.5,87,FALSE,"Chronicles of Road 378 is a tv show in the Documentary, Romance, Mystery category from United States."
n00379,Movie,Game of Empire 379,Vikramaditya Motwane,"Kiara Advani, Regé-Jean Page, Florence Pugh",United States,English,07-12-2019,2006,TV-MA,163 min,163,Adventure,6.6,55,TRUE,Game of Empire 379 is a movie in the Adventure category from United States.
n00380,Movie,Secret of Dream 380,Greta Gerwig,"Úrsula Corberó, Claire Foy, Chris Hemsworth",United States,English,01-10-2018,2008,TV-14,100 min,100,Documentary,8.1,95,FALSE,Secret of Dream 380 is a movie in the Documentary category from United States.
n00381,Movie,Secret of Night 381,Ava DuVernay,"Claire Foy, Adam Driver, Scarlett Johansson",France,French,27-11-2019,2019,PG-13,76 min,76,"Documentary, Drama",6.5,79,TRUE,"Secret of Night 381 is a movie in the Documentary, Drama category from France."
n00382,Movie,City of Diary 382,Ava DuVernay,"Kiara Advani, Adam Driver, Chris Hemsworth",United States,English,18-02-2020,2015,TV-MA,102 min,102,"Romance, Mystery, Comedy",6.1,77,FALSE,"City of Diary 382 is a movie in the Romance, Mystery, Comedy category from United States."
n00383,TV Show,Legacy of House 383,Martin Scorsese,"Daniel Craig, Henry Cavill, Vicky Kaushal",Spain,Spanish,18-12-2024,2024,TV-MA,2 Seasons,,"Crime, Action, Family",7.9,69,FALSE,"Legacy of House 383 is a tv show in the Crime, Action, Family category from Spain."
n00384,TV Show,The Gray Man: The Final Chapter,Anurag Kashyap,"Vicky Kaushal, Úrsula Corberó, Song Kang",Spain,Spanish,29-04-2019,2009,TV-14,1 Season,,"Reality TV, Horror, Mystery",6.2,100,TRUE,"The Gray Man: The Final Chapter is a tv show in the Reality TV, Horror, Mystery category from Spain."
n00385,Movie,War of Club 385,Ava DuVernay,"Adam Driver, Song Kang, Regé-Jean Page",United States,Spanish,05-01-2024,2016,PG,75 min,75,"Sports, Documentary, Drama",8.2,54,FALSE,"War of Club 385 is a movie in the Sports, Documentary, Drama category from United States."
n00386,TV Show,War of Code 386,Ryan Murphy,"Dev Patel, Lee Jung-jae, Ryan Reynolds",United States,Spanish,15-11-2020,2005,TV-MA,4 Seasons,,Animation,7,69,TRUE,War of Code 386 is a tv show in the Animation category from United States.
n00387,Movie,The Adam Project: Origins,Baran bo Odar,"Vicky Kaushal, Henry Cavill, Adam Driver",United Kingdom,English,03-01-2023,2023,TV-PG,184 min,184,"Horror, History, Mystery",6.3,84,TRUE,"The Adam Project: Origins is a movie in the Horror, History, Mystery category from United Kingdom."
n00388,TV Show,Road of Shadow 388,David Fincher,"Daniel Craig, Kiara Advani, Chris Hemsworth",India,Tamil,04-02-2021,2015,TV-MA,6 Seasons,,"Documentary, Mystery, Reality TV",6.3,67,TRUE,"Road of Shadow 388 is a tv show in the Documentary, Mystery, Reality TV category from India."
n00389,TV Show,Legacy of Road 389,Ava DuVernay,"Scarlett Johansson, Ana de Armas, Regé-Jean Page",United States,Spanish,19-12-2018,1997,PG-13,4 Seasons,,"Action, Drama",6.9,85,TRUE,"Legacy of Road 389 is a tv show in the Action, Drama category from United States."
n00390,Movie,The Witcher: The Final Chapter,Steven Soderbergh,"Rajkummar Rao, Song Kang, Kiara Advani",Japan,Japanese,26-05-2024,2023,TV-MA,143 min,143,"Mystery, Sports",7.1,79,FALSE,"The Witcher: The Final Chapter is a movie in the Mystery, Sports category from Japan."
n00391,Movie,Secret of Game 391,Ryan Murphy,"Penn Badgley, Úrsula Corberó, Radhika Apte",United States,English,08-06-2017,2016,TV-MA,96 min,96,History,7,72,FALSE,Secret of Game 391 is a movie in the History category from United States.
n00392,Movie,Shadow of House 392,Mike Flanagan,"Song Kang, Alia Bhatt, Jenna Ortega",United States,English,23-05-2020,2006,TV-PG,81 min,81,"Romance, Mystery",4.9,92,TRUE,"Shadow of House 392 is a movie in the Romance, Mystery category from United States."
n00393,Movie,Trial of Diary 393,Noah Baumbach,"Regé-Jean Page, Anya Taylor-Joy, Radhika Apte",Germany,German,01-06-2022,2022,R,151 min,151,"Reality TV, History, Mystery",7,78,FALSE,"Trial of Diary 393 is a movie in the Reality TV, History, Mystery category from Germany."
n00394,Movie,Shadow of Island 394,Hwang Dong-hyuk,"Radhika Apte, Daniel Craig, Rajkummar Rao",Germany,German,07-09-2018,2018,TV-14,134 min,134,"Family, Horror",7.2,54,FALSE,"Shadow of Island 394 is a movie in the Family, Horror category from Germany."
n00395,Movie,Club of War 395,Vikramaditya Motwane,"Alia Bhatt, Radhika Apte, Chris Hemsworth",Japan,Japanese,14-07-2022,2006,TV-MA,124 min,124,"Fantasy, Drama",8,71,TRUE,"Club of War 395 is a movie in the Fantasy, Drama category from Japan."
n00396,Movie,Club of Code 396,Hwang Dong-hyuk,"Florence Pugh, Alia Bhatt, Kiara Advani",Canada,French,03-09-2024,2024,TV-MA,166 min,166,"Reality TV, Horror, Sci-Fi",6.5,87,TRUE,"Club of Code 396 is a movie in the Reality TV, Horror, Sci-Fi category from Canada."
n00397,Movie,Files of Game 397,Martin Scorsese,"Lee Jung-jae, Ana de Armas, Henry Cavill",Germany,German,08-02-2024,2006,R,175 min,175,"Crime, Drama",8.2,72,TRUE,"Files of Game 397 is a movie in the Crime, Drama category from Germany."
n00398,TV Show,Island of Trial 398,Rian Johnson,"Daniel Craig, Chris Hemsworth, Jenna Ortega",India,Hindi,07-10-2022,2022,TV-14,1 Season,,"Reality TV, War",6.4,79,FALSE,"Island of Trial 398 is a tv show in the Reality TV, War category from India."
n00399,Movie,Trial of War 399,Greta Gerwig,"Millie Bobby Brown, Kriti Sanon, Claire Foy",United States,English,28-11-2016,2015,TV-14,184 min,184,Reality TV,6.4,57,FALSE,Trial of War 399 is a movie in the Reality TV category from United States.
n00400,TV Show,The OA: Aftermath,Lana Wachowski,"Daniel Craig, Adam Driver, Rajkummar Rao",South Korea,Korean,28-10-2020,2020,TV-MA,2 Seasons,,"Comedy, Crime",6.8,76,TRUE,"The OA: Aftermath is a tv show in the Comedy, Crime category from South Korea."
n00401,Movie,The Irishman: Reborn,Lana Wachowski,"Rajkummar Rao, Anya Taylor-Joy, Song Kang",South Korea,Korean,17-01-2019,2012,TV-MA,130 min,130,War,9.2,57,FALSE,The Irishman: Reborn is a movie in the War category from South Korea.
n00402,TV Show,Code of Night 402,Alfonso Cuarón,"Henry Cavill, Jenna Ortega, Daniel Craig",United States,Spanish,11-09-2019,2017,PG-13,1 Season,,Family,7.1,95,TRUE,Code of Night 402 is a tv show in the Family category from United States.
n00403,Movie,Season of Club 403,Álex Pina,"Alia Bhatt, Úrsula Corberó, Ana de Armas",United States,Spanish,31-01-2019,2009,TV-14,78 min,78,"Family, Mystery, War",8.3,62,FALSE,"Season of Club 403 is a movie in the Family, Mystery, War category from United States."
n00404,Movie,Island of Mystery 404,Shawn Levy,"Alia Bhatt, Adam Driver, Song Kang",South Korea,Korean,10-09-2024,2024,TV-MA,109 min,109,Animation,8.2,56,TRUE,Island of Mystery 404 is a movie in the Animation category from South Korea.
n00405,TV Show,The Gray Man: Reborn,Mike Flanagan,"Alia Bhatt, Ryan Reynolds, Henry Cavill",United States,English,16-11-2022,2006,TV-14,2 Seasons,,"Drama, Comedy, Reality TV",6.2,65,FALSE,"The Gray Man: Reborn is a tv show in the Drama, Comedy, Reality TV category from United States."
n00406,Movie,House of Empire 406,Baran bo Odar,"Scarlett Johansson, Penn Badgley, Jenna Ortega",United States,English,07-08-2016,2006,TV-14,104 min,104,Reality TV,6.7,52,TRUE,House of Empire 406 is a movie in the Reality TV category from United States.
n00407,TV Show,Mindhunter: Aftermath,Álex Pina,"Dev Patel, Ana de Armas, Rajkummar Rao",United States,Spanish,05-12-2024,2012,TV-PG,5 Seasons,,"Crime, Reality TV",6.7,85,TRUE,"Mindhunter: Aftermath is a tv show in the Crime, Reality TV category from United States."
n00408,TV Show,Trial of Chronicles 408,Greta Gerwig,"Rajkummar Rao, Vicky Kaushal, Ana de Armas",United States,Spanish,04-03-2018,1999,TV-14,2 Seasons,,"Action, Documentary, Thriller",6.7,90,FALSE,"Trial of Chronicles 408 is a tv show in the Action, Documentary, Thriller category from United States."
n00409,Movie,Code of War 409,Greta Gerwig,"Jenna Ortega, Penn Badgley, Kiara Advani",United States,Spanish,11-04-2019,2019,TV-MA,90 min,90,"Action, War",5.4,72,FALSE,"Code of War 409 is a movie in the Action, War category from United States."
n00410,TV Show,Glass Onion: The Final Chapter,Alfonso Cuarón,"Dev Patel, Regé-Jean Page, Ryan Reynolds",India,English,08-05-2022,1997,TV-14,5 Seasons,,"History, Thriller",5.9,72,FALSE,"Glass Onion: The Final Chapter is a tv show in the History, Thriller category from India."
n00411,TV Show,House of Mystery 411,Steven Soderbergh,"Jenna Ortega, Penn Badgley, Scarlett Johansson",Mexico,Spanish,20-06-2024,2010,TV-14,6 Seasons,,"Comedy, Action",7.6,62,TRUE,"House of Mystery 411 is a tv show in the Comedy, Action category from Mexico."
n00412,Movie,Night of Game 412,Ava DuVernay,"Regé-Jean Page, Radhika Apte, Penn Badgley",Japan,Japanese,07-10-2023,2023,TV-MA,125 min,125,"War, History, Mystery",7.4,100,TRUE,"Night of Game 412 is a movie in the War, History, Mystery category from Japan."
n00413,Movie,Mystery of Club 413,Vikramaditya Motwane,"Ana de Armas, Scarlett Johansson, Florence Pugh",United Kingdom,English,30-12-2024,2022,TV-14,185 min,185,"Reality TV, Comedy, Crime",6.8,66,TRUE,"Mystery of Club 413 is a movie in the Reality TV, Comedy, Crime category from United Kingdom."
n00414,TV Show,Legacy of Diary 414,Hwang Dong-hyuk,"Florence Pugh, Chris Hemsworth, Scarlett Johansson",Brazil,Portuguese,24-04-2016,2015,TV-MA,2 Seasons,,"Romance, Comedy",8.3,85,FALSE,"Legacy of Diary 414 is a tv show in the Romance, Comedy category from Brazil."
n00415,Movie,Road of Dream 415,Lana Wachowski,"Penn Badgley, Kiara Advani, Henry Cavill",Australia,English,24-08-2024,2020,R,165 min,165,Drama,7.2,62,TRUE,Road of Dream 415 is a movie in the Drama category from Australia.
n00416,Movie,Secret of War 416,David Fincher,"Song Kang, Penn Badgley, Vicky Kaushal",United States,English,18-08-2016,2016,PG,155 min,155,"Animation, Drama, War",6.7,82,FALSE,"Secret of War 416 is a movie in the Animation, Drama, War category from United States."
n00417,Movie,Dream of Dream 417,Baran bo Odar,"Alia Bhatt, Claire Foy, Lee Jung-jae",South Korea,Korean,19-04-2016,1996,PG-13,84 min,84,"Reality TV, Action",8.1,80,TRUE,"Dream of Dream 417 is a movie in the Reality TV, Action category from South Korea."
n00418,TV Show,Secret of Mystery 418,Baran bo Odar,"Lee Jung-jae, Adam Driver, Scarlett Johansson",Brazil,Portuguese,09-04-2024,2024,TV-MA,3 Seasons,,"Romance, Action",6.4,85,FALSE,"Secret of Mystery 418 is a tv show in the Romance, Action category from Brazil."
n00419,Movie,Night of Dream 419,Hwang Dong-hyuk,"Jenna Ortega, Kiara Advani, Ana de Armas",Italy,Italian,06-06-2023,2023,TV-14,89 min,89,"Family, Adventure",7.4,85,TRUE,"Night of Dream 419 is a movie in the Family, Adventure category from Italy."
n00420,Movie,Season of House 420,Shonda Rhimes,"Radhika Apte, Vicky Kaushal, Regé-Jean Page",United States,Spanish,02-02-2022,2022,TV-14,159 min,159,"Adventure, Horror",6.4,54,FALSE,"Season of House 420 is a movie in the Adventure, Horror category from United States."
n00421,Movie,The Platform: Untold,Bong Joon-ho,"Millie Bobby Brown, Regé-Jean Page, Florence Pugh",India,Tamil,17-12-2024,2007,TV-14,172 min,172,"Documentary, Romance, Action",7.9,83,TRUE,"The Platform: Untold is a movie in the Documentary, Romance, Action category from India."
n00422,Movie,Files of Files 422,Ava DuVernay,"Millie Bobby Brown, Kriti Sanon, Rajkummar Rao",Turkey,Turkish,02-04-2023,2023,TV-MA,76 min,76,"War, Sports",7.8,46,FALSE,"Files of Files 422 is a movie in the War, Sports category from Turkey."
n00423,Movie,Code of Island 423,Bong Joon-ho,"Chris Hemsworth, Song Kang, Jenna Ortega",Mexico,Spanish,29-07-2019,2013,R,113 min,113,Drama,7.8,90,TRUE,Code of Island 423 is a movie in the Drama category from Mexico.
n00424,Movie,City of Project 424,Shawn Levy,"Radhika Apte, Vicky Kaushal, Chris Hemsworth",Turkey,Turkish,18-09-2024,2008,TV-MA,173 min,173,"Sci-Fi, Thriller",8.8,86,FALSE,"City of Project 424 is a movie in the Sci-Fi, Thriller category from Turkey."
n00425,Movie,Road of Night 425,Alfonso Cuarón,"Ryan Reynolds, Scarlett Johansson, Kiara Advani",India,English,13-07-2024,2024,TV-14,156 min,156,"Documentary, Adventure, Romance",7.8,64,FALSE,"Road of Night 425 is a movie in the Documentary, Adventure, Romance category from India."
n00426,Movie,Road of Shadow 426,Shawn Levy,"Alia Bhatt, Kriti Sanon, Henry Cavill",United States,English,11-11-2018,2001,PG-13,123 min,123,"Sci-Fi, Romance",7.5,81,TRUE,"Road of Shadow 426 is a movie in the Sci-Fi, Romance category from United States."
n00427,Movie,War of Club 427,Mike Flanagan,"Dev Patel, Chris Hemsworth, Kriti Sanon",South Korea,Korean,05-04-2020,2001,PG-13,151 min,151,"Sports, Action",7.4,67,FALSE,"War of Club 427 is a movie in the Sports, Action category from South Korea."
n00428,Movie,Shadow of Files 428,Anurag Kashyap,"Claire Foy, Adam Driver, Kiara Advani",Canada,French,01-01-2022,2022,R,93 min,93,"Adventure, Horror",5.7,47,TRUE,"Shadow of Files 428 is a movie in the Adventure, Horror category from Canada."
n00429,Movie,Legacy of Love 429,Shonda Rhimes,"Song Kang, Kiara Advani, Scarlett Johansson",India,Telugu,09-02-2024,2018,TV-14,123 min,123,Animation,6,95,TRUE,Legacy of Love 429 is a movie in the Animation category from India.
n00430,Movie,Shadow of Signal 430,Lana Wachowski,"Jenna Ortega, Florence Pugh, Daniel Craig",India,English,29-07-2022,2020,TV-PG,159 min,159,"Comedy, Animation, Reality TV",6.9,76,FALSE,"Shadow of Signal 430 is a movie in the Comedy, Animation, Reality TV category from India."
n00431,Movie,Empire of War 431,Greta Gerwig,"Florence Pugh, Jenna Ortega, Chris Hemsworth",United States,English,11-01-2024,2001,TV-14,129 min,129,"Horror, History",7.1,74,FALSE,"Empire of War 431 is a movie in the Horror, History category from United States."
